,EVS,MAE,vertical_drop,fastQuads,quad,triple,double,surface,total_chairs,Runs,TerrainParks,LongestRun_mi,SkiableTerrain_ac,Snow Making_ac,daysOpenLastYear,yearsOpen,averageSnowfall,AdultWeekday,projectedDaysOpen,NightSkiing_ac,clusters,Alaska,Arizona,California,Colorado,Connecticut,Idaho,Illinois,Indiana,Iowa,Maine,Maryland,Massachusetts,Michigan,Minnesota,Missouri,Montana,Nevada,New Hampshire,New Mexico,New York,North Carolina,Ohio,Oregon,Pennsylvania,Rhode Island,South Dakota,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
state,0.7265428167743054,5.709042569785654,2.0948359241421275,-144321457886.957,-170356621791.0566,-301906418490.579,-371316636301.94867,-354589872836.0996,675650283559.2804,0.8434329258157622,1.6286766338565706,0.64068603515625,-1.1811676025390625,0.24467849731445312,1.0190505981445312,0.0344696044921875,1.781494140625,9.203486442565918,-1.940826416015625,0.450042724609375,1.3952255249023438,-3342841356745.5903,-3342841356745.9834,-11205747835052.771,-7387901038763.21,-7387901038762.842,-8069060672303.916,-5756405739011.316,-4713808511216.11,-5756405739011.5,-7387901038764.021,-3342841356744.9814,-6627460855522.733,-12411861095383.646,-9261722242961.506,-4713808511215.444,-6627460855525.721,-3342841356745.3647,-10761749027085.773,-8069060672302.832,-14104837049219.633,-5756405739009.519,-6627460855524.816,-5756405739012.255,-10761749027086.033,-3342841356744.612,-3342841356746.301,-5756405739012.092,-9261722242961.527,-4713808511213.907,-6627460855524.721,-5756405739009.566,-10761749027086.936,-7387901038764.925
no_state,0.6704867855898788,6.7930171258111125,2.0173932709732885,0.0,1.502315839265969,0.019546648614780143,0.27930756762199493,-1.2939414019582112,0.9785607421238348,-0.10719514842735911,2.2571870521303588,1.169989876688662,-1.7542702341898955,1.074732267422763,1.449228093034307,-0.4150962006034691,-1.5049683477514801,9.867637099102186,-1.303399089692665,0.0696492897967238,2.3819930896115675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
